test_id,block_count,is_feasible,infeasible_penalty_applied,final_cost,p1_quality,p2_violation_exp,p3_runtime_adjustment,pre_penalty_cost,hpwl_b2b,hpwl_p2b,hpwl_total,hpwl_baseline,hpwl_gap,bbox_area,bbox_area_baseline,area_gap,overlap_violations,area_violations,fixed_violations,preplaced_violations,boundary_violations,grouping_violations,mib_violations,total_soft_violations,max_possible_violations,violations_relative,runtime_seconds,median_runtime,runtime_factor
0,21,True,False,0.7,1.0,1.0,0.7,0.7,3.2578977398516145,0.966111442190595,4.224009182042209,4.224009275436401,-2.211031885719746e-08,6955.0,6955.0,0.0,0,0,0,0,0,0,0,0,26,0.0,0.15651249885559082,1.1666135787963867,0.13415967523459413
1,22,True,False,0.7,1.0,1.0,0.7,0.7,2.219988502562046,1.9830557396926451,4.203044242254691,4.203044295310974,-1.2623298541444476e-08,9639.0,9639.0,0.0,0,0,0,0,0,0,0,0,29,0.0,0.1683032512664795,1.1666135787963867,0.14426649434350022
2,23,True,False,0.7,1.0,1.0,0.7,0.7,4.949167136044707,2.3704767668969,7.319643902941607,7.319643974304199,-9.749462204778166e-09,9078.0,9078.0,0.0,0,0,0,0,0,0,0,0,29,0.0,0.2224569320678711,1.1666135787963867,0.19068604730058375
3,24,True,False,0.7000000085162846,1.000000012166121,1.0,0.7,0.7000000085162846,2.6950028596329503,0.011774842190789059,2.7067777018237393,2.706777635961771,2.433224194280234e-08,8378.0,8378.0,0.0,0,0,0,0,0,0,0,0,28,0.0,0.1222074031829834,1.1666135787963867,0.10475396944124948
4,25,True,False,0.7,1.0,1.0,0.7,0.7,9.029580665868707,1.2504308024072088,10.280011468275916,10.280011892318726,-4.1249252840987165e-08,7303.0,7303.0,0.0,0,0,0,0,0,0,0,0,32,0.0,0.28961730003356934,1.1666135787963867,0.24825469658288393
5,26,True,False,0.7,1.0,1.0,0.7,0.7,5.5605973227648064,2.57897763105575,8.139574953820556,8.139575004577637,-6.235839130175491e-09,8100.0,8100.0,0.0,0,0,0,0,0,0,0,0,27,0.0,0.3348042964935303,1.1666135787963867,0.286988170357963
6,27,True,False,0.7000000107836504,1.0000000154052149,1.0,0.7,0.7000000107836504,9.512923549045809,0.2817346387600992,9.794658187805908,9.79465788602829,3.081042967680843e-08,6675.0,6675.0,0.0,0,0,0,0,0,0,0,0,31,0.0,0.24184966087341309,1.1666135787963867,0.207309142692247
7,28,True,False,0.7010955560398296,1.0000000247072045,1.0,0.7010955387177188,0.7010955560398296,33.4491669969575,0.016369902557926252,33.46553689951543,33.46553524583578,4.941440901523849e-08,10400.0,10400.0,0.0,0,0,0,0,0,0,0,0,36,0.0,0.3571503162384033,1.1666135787963867,0.306142773176771
8,29,True,False,0.7293343132199506,1.000000014731116,1.0,0.7293343024760423,0.7293343132199506,13.486789164599031,0.43279724832973443,13.919586412928766,13.91958600282669,2.9462232201629705e-08,8736.0,8736.0,0.0,0,0,0,0,0,0,0,0,33,0.0,0.4073951244354248,1.1666135787963867,0.34921171143553864
9,30,True,False,0.7000000010391416,1.000000001484488,1.0,0.7,0.7000000010391416,17.388856948469765,0.4715680701774545,17.86042501864722,17.86042496562004,2.968976337026812e-09,9880.0,9880.0,0.0,0,0,0,0,0,0,0,0,32,0.0,0.30823445320129395,1.1666135787963867,0.26421298260500636
10,31,True,False,0.7000000022780533,1.000000003254362,1.0,0.7,0.7000000022780533,4.926191821519751,4.106260820582975,9.032452642102726,9.032452583312988,6.508723625210414e-09,9384.0,9384.0,0.0,0,0,0,0,0,0,0,0,27,0.0,0.27127552032470703,1.1666135787963867,0.23253245569504358
11,32,True,False,0.7000000024986283,1.000000003569469,1.0,0.7,0.7000000024986283,8.350373328023124,0.019241815287387,8.369615143310511,8.369615083560348,7.13893809107613e-09,9682.0,9682.0,0.0,0,0,0,0,0,0,0,0,31,0.0,0.2925996780395508,1.1666135787963867,0.25081113691598755
12,33,True,False,0.700000001531479,1.0000000021878273,1.0,0.7,0.700000001531479,6.839460068673361,6.183802489074878,13.02326255774824,13.02326250076294,4.375654720232064e-09,10010.0,10010.0,0.0,0,0,0,0,0,0,0,0,27,0.0,0.31267237663269043,1.1666135787963867,0.2680170900764582
13,34,True,False,0.7000000018826001,1.000000002689429,1.0,0.7,0.7000000018826001,12.196725992544089,2.2067777413176373,14.403503733861726,14.403503656387329,5.378857708795636e-09,9600.0,9600.0,0.0,0,0,0,0,0,0,0,0,33,0.0,0.33005475997924805,1.1666135787963867,0.28291695380382137
14,35,True,False,0.754916771812537,1.0000000144789998,1.0,0.7549167608820974,0.754916771812537,18.892016000580043,0.5715106331626885,19.46352663374273,19.46352607011795,2.895799962425253e-08,8262.0,8262.0,0.0,0,0,0,0,0,0,0,0,32,0.0,0.45700812339782715,1.1666135787963867,0.391739074277988
15,36,True,False,0.7504593869528923,1.000000006231213,1.0,0.7504593822766199,0.7504593869528923,24.286329583759652,0.6806433168821968,24.96697290064185,24.966972589492798,1.2462426123056877e-08,10812.0,10812.0,0.0,0,0,0,0,0,0,0,0,36,0.0,0.4480752944946289,1.1666135787963867,0.3840820153635749
16,37,True,False,0.7377288816526054,1.0,1.0,0.7377288816526054,0.7377288816526054,25.35496834796504,0.4730040265421849,25.827972374507226,25.827973037958145,-2.5687301055977533e-08,11543.0,11543.0,0.0,0,0,0,0,0,0,0,0,40,0.0,0.4232363700866699,1.1666135787963867,0.3627905398832486
17,38,True,False,0.7433290837153531,1.0,1.0,0.7433290837153531,0.7433290837153531,10.091039611550514,0.7685238464036956,10.85956345795421,10.85956346988678,-1.0988075644430325e-09,15872.0,15872.0,0.0,0,0,0,0,0,0,0,0,37,0.0,0.43404102325439453,1.1666135787963867,0.37205209260653505
18,39,True,False,0.7857561519179118,1.0,1.0,0.7857561519179118,0.7857561519179118,8.537909217062406,0.8383113257295918,9.376220542791998,9.37622082233429,-2.981396202519607e-08,11500.0,11500.0,0.0,0,0,0,0,0,0,0,0,34,0.0,0.5222594738006592,1.1666135787963867,0.4476713483306806
19,40,True,False,0.732968266498439,1.0000000138548761,1.0,0.7329682563432547,0.732968266498439,17.333141793700634,0.6387133910320699,17.971855184732703,17.97185468673706,2.770975236699878e-08,12650.0,12650.0,0.0,0,0,0,0,0,0,0,0,38,0.0,0.4142007827758789,1.1666135787963867,0.3550453983256532
20,41,True,False,0.7389520628217154,1.000000007640322,1.0,0.7389520571758839,0.7389520628217154,9.081275096599711,7.713670400058618,16.79494549665833,16.794945240020752,1.5280643866342292e-08,11830.0,11830.0,0.0,0,0,0,0,0,0,0,0,38,0.0,0.4255800247192383,1.1666135787963867,0.36479947812566677
21,42,True,False,0.775805388047109,1.0000000065516952,1.0,0.7758053829642686,0.775805388047109,12.244974089611787,6.414417081250576,18.659391170862364,18.659390926361084,1.3103390171305125e-08,13184.0,13184.0,0.0,0,0,0,0,0,0,0,0,41,0.0,0.5005371570587158,1.1666135787963867,0.4290513724134154
22,43,True,False,0.7801636186278629,1.0,1.0,0.7801636186278629,0.7801636186278629,23.147328996041324,0.9060884661448654,24.05341746218619,24.053417801856995,-1.412151936405127e-08,13802.0,13802.0,0.0,0,0,0,0,0,0,0,0,43,0.0,0.5099716186523438,1.1666135787963867,0.43713842177157697
23,44,True,False,0.8384589439022084,1.0,1.0,0.8384589439022084,0.8384589439022084,86.62578950481839,5.690120690880576,92.31591019569896,92.31591415405273,-4.28783466971243e-08,11532.0,11532.0,0.0,0,0,0,0,0,0,0,0,36,0.0,0.6484348773956299,1.1666135787963867,0.5558266157544902
24,45,True,False,0.7917107020785535,1.0000000137503418,1.0,0.791710691192261,0.7917107020785535,19.699885013193125,4.683228087931639,24.383113101124763,24.38311243057251,2.750068333697956e-08,13482.0,13482.0,0.0,0,0,0,0,0,0,0,0,33,0.0,0.5355689525604248,1.1666135787963867,0.4590799921195668
25,46,True,False,0.7803647916832442,1.0000000104988969,1.0,0.7803647834902748,0.7803647916832442,43.98219394587795,1.5465250048146117,45.528718950692564,45.52871799468994,2.0997793589406322e-08,12864.0,12864.0,0.0,0,0,0,0,0,0,0,0,40,0.0,0.5104100704193115,1.1666135787963867,0.43751425467369365
26,47,True,False,0.779157839984062,1.0,1.0,0.779157839984062,0.779157839984062,25.50804126242292,1.2423894467647187,26.75043070918764,26.750430822372437,-4.2311392066095806e-09,18088.0,18088.0,0.0,0,0,0,0,0,0,0,0,42,0.0,0.5077834129333496,1.1666135787963867,0.4352627315183813
27,48,True,False,0.8174950533284842,1.000000013832908,1.0,0.8174950420201506,0.8174950533284842,28.04451447626343,1.0258472269633785,29.07036170322681,29.070360898971558,2.766581583339861e-08,15875.0,15875.0,0.0,0,0,0,0,0,0,0,0,46,0.0,0.5959513187408447,1.1666135787963867,0.5108386612092214
28,49,True,False,0.8408529230235826,1.0000000065155927,1.0,0.8408529175449274,0.8408529230235826,12.588742069521686,8.47444008209277,21.063182151614456,21.06318187713623,1.3031185251996403e-08,15544.0,15544.0,0.0,0,0,0,0,0,0,0,0,41,0.0,0.6546268463134766,1.1666135787963867,0.5611342592024904
29,50,True,False,0.8068160980880781,1.000000014257495,1.0,0.8068160865849018,0.8068160980880781,17.81906941474881,1.1344055281369947,18.953474942885805,18.953474402427673,2.8514989922497787e-08,19710.0,19710.0,0.0,0,0,0,0,0,0,0,0,43,0.0,0.57039475440979,1.1666135787963867,0.4889320378031903
30,51,True,False,0.8620075605118843,1.0000000034629357,1.0,0.8620075575268076,0.8620075605118843,59.736645359080285,9.410396440624027,69.14704179970431,69.14704132080078,6.925871606620565e-09,18288.0,18288.0,0.0,0,0,0,0,0,0,0,0,43,0.0,0.7111544609069824,1.1666135787963867,0.609588705148359
31,52,True,False,0.8406781328462145,1.0,1.0,0.8406781328462145,0.8406781328462145,57.24698428984266,13.1033890194376,70.35037330928026,70.35037517547607,-2.6527162248840838e-08,17272.0,17272.0,0.0,0,0,0,0,0,0,0,0,49,0.0,0.6541733741760254,1.1666135787963867,0.560745551111231
32,53,True,False,0.7920244687405377,1.0,1.0,0.7920244687405377,0.7920244687405377,35.4956919994147,0.09592188516398892,35.59161388457869,35.591615088284016,-3.3819912945065615e-08,16200.0,16200.0,0.0,0,0,0,0,0,0,0,0,47,0.0,0.5362768173217773,1.1666135787963867,0.4596867609539248
33,54,True,False,0.8049440075989563,1.000000014819448,1.0,0.8049439956701308,0.8049440075989563,34.78805270983139,1.9652498807699885,36.75330259060138,36.75330150127411,2.9638895709201054e-08,17920.0,17920.0,0.0,0,0,0,0,0,0,0,0,45,0.0,0.5659949779510498,1.1666135787963867,0.4851606292247992
34,55,True,False,0.8569584559735431,1.0000000051913929,1.0,0.8569584515247352,0.8569584559735431,24.03331405550125,2.528719158290187,26.562033213791437,26.56203293800354,1.0382785762358798e-08,16416.0,16416.0,0.0,0,0,0,0,0,0,0,0,50,0.0,0.697364091873169,1.1666135787963867,0.5977678509388261
35,56,True,False,0.950993888408753,1.000000010624101,1.0,0.950993878305298,0.950993888408753,19.847214174980763,1.8256749221181963,21.67288909709896,21.67288863658905,2.124820170669109e-08,17250.0,17250.0,0.0,0,0,0,0,0,0,0,0,47,0.0,0.9867022037506104,1.1666135787963867,0.8457832324981218
36,57,True,False,0.8520340212273303,1.0000000027950662,1.0,0.8520340188458388,0.8520340212273303,38.51407219879911,10.346927181701176,48.86099938050029,48.86099910736084,5.59013229009674e-09,19468.0,19468.0,0.0,0,0,0,0,0,0,0,0,46,0.0,0.6840956211090088,1.1666135787963867,0.5863943584599802
37,58,True,False,0.9145054368432805,1.0000000066605177,1.0,0.9145054307522008,0.9145054368432805,43.796093909099,11.392016223951941,55.18811013305094,55.188109397888184,1.3321035370804439e-08,16758.0,16758.0,0.0,0,0,0,0,0,0,0,0,47,0.0,0.8660600185394287,1.1666135787963867,0.7423709395127701
38,59,True,False,0.8769069275615177,1.0000000046258317,1.0,0.8769069235050938,0.8769069275615177,74.06260743952589,2.641298137285048,76.70390557681094,76.70390486717224,9.251663253069262e-09,17760.0,17760.0,0.0,0,0,0,0,0,0,0,0,55,0.0,0.752960205078125,1.1666135787963867,0.6454238307897682
39,60,True,False,0.9416781575937198,1.0,1.0,0.9416781575937198,0.9416781575937198,92.16972963622538,2.7303274318983313,94.90005706812371,94.90005850791931,-1.517170399220485e-08,17584.0,17584.0,0.0,0,0,0,0,0,0,0,0,44,0.0,0.954850435256958,1.1666135787963867,0.8184804742647449
40,61,True,False,0.9332768535638255,1.0,1.0,0.9332768535638255,0.9332768535638255,27.71711648305063,15.799253498582402,43.516369981633034,43.51637077331543,-1.8192748660224577e-08,19388.0,19388.0,0.0,0,0,0,0,0,0,0,0,49,0.0,0.9267487525939941,1.1666135787963867,0.7943922215873187
41,62,True,False,0.8748900822770379,1.0,1.0,0.8748900822770379,0.8748900822770379,48.907237020670436,3.226019569003256,52.13325658967369,52.13325762748718,-1.990693728890407e-08,21504.0,21504.0,0.0,0,0,0,0,0,0,0,0,51,0.0,0.7472031116485596,1.1666135787963867,0.6404889547226602
42,63,True,False,0.9177821170024467,1.0000000167757948,1.0,0.9177821016059226,0.9177821170024467,22.410683435213286,2.9201608633156866,25.330844298528973,25.330843448638916,3.355158933893313e-08,17856.0,17856.0,0.0,0,0,0,0,0,0,0,0,43,0.0,0.8764469623565674,1.1666135787963867,0.7512744393570416
43,64,True,False,0.9080636401603707,1.0,1.0,0.9080636401603707,0.9080636401603707,61.46065449464368,1.947731213120278,63.408385707763955,63.40838634967804,-1.0123488729294526e-08,20538.0,20538.0,0.0,0,0,0,0,0,0,0,0,48,0.0,0.8458914756774902,1.1666135787963867,0.7250828303834844
44,65,True,False,0.9592252161568648,1.0,1.0,0.9592252161568648,0.9592252161568648,104.30183769628638,4.491097126330715,108.7929348226171,108.79293870925903,-3.572513051514129e-08,19344.0,19344.0,0.0,0,0,0,0,0,0,0,0,52,0.0,1.0154588222503662,1.1666135787963867,0.8704328842957844
45,66,True,False,0.9682982153479573,1.0000000175747041,1.0,0.968298198330403,0.9682982153479573,66.66283728773124,13.642734230030328,80.30557151776156,80.30556869506836,3.514940807187853e-08,20349.0,20349.0,0.0,0,0,0,0,0,0,0,0,55,0.0,1.0478298664093018,1.1666135787963867,0.8981807562109504
46,67,True,False,0.9456171175908912,1.0,1.0,0.9456171175908912,0.9456171175908912,30.15824221840012,27.911832626356045,58.070074844756164,58.07007598876953,-1.970056605082685e-08,23056.0,23056.0,0.0,0,0,0,0,0,0,0,0,55,0.0,0.9682290554046631,1.1666135787963867,0.8299483847973036
47,68,True,False,0.9586077520663875,1.0,1.0,0.9586077520663875,0.9586077520663875,42.15565746239736,0.1797817368642427,42.3354391992616,42.33544045686722,-2.9705740729146572e-08,23373.0,23373.0,0.0,0,0,0,0,0,0,0,0,52,0.0,1.0132815837860107,1.1666135787963867,0.8685665949743436
48,69,True,False,1.0021119850986848,1.000000022144073,1.0,1.0021119629078443,1.0021119850986848,69.91843734899885,24.213957795902388,94.13239514490124,94.13239097595215,4.4288146160118224e-08,23858.0,23858.0,0.0,0,0,0,0,0,0,0,0,59,0.0,1.1748466491699219,1.1666135787963867,1.0070572385948304
49,70,True,False,1.0,1.0,1.0,1.0,1.0,69.22142428017105,2.7578977941011544,71.9793220742722,71.97932577133179,-5.13627981826882e-08,22218.0,22218.0,0.0,0,0,0,0,0,0,0,0,59,0.0,1.1666135787963867,1.1666135787963867,1.0
50,71,True,False,0.9696215239961771,1.0,1.0,0.9696215239961771,0.9696215239961771,29.450602941622492,2.252441153716063,31.703044095338555,31.703044652938843,-1.758822516337944e-08,19764.0,19764.0,0.0,0,0,0,0,0,0,0,0,57,0.0,1.0526108741760254,1.1666135787963867,0.902278949351867
51,72,True,False,1.0623602069273956,1.0000000107372105,1.0,1.0623601955206106,1.0623602069273956,41.56433067910257,33.85152253342676,75.41585321252933,75.41585159301758,2.1474421032001543e-08,23688.0,23688.0,0.0,0,0,0,0,0,0,0,0,60,0.0,1.4272487163543701,1.1666135787963867,1.22341171258
52,73,True,False,1.0042307113462938,1.0,1.0,1.0042307113462938,1.0042307113462938,69.46639841274009,2.7274555191688705,72.19385393190896,72.19385552406311,-2.2053873385878236e-08,19239.0,19239.0,0.0,0,0,0,0,0,0,0,0,57,0.0,1.1831469535827637,1.1666135787963867,1.0141721089886804
53,74,True,False,1.0267717418385405,1.0,1.0,1.0267717418385405,1.0267717418385405,156.230613922904,4.020390629972098,160.2510045528761,160.2510118484497,-4.5525912827375654e-08,24393.0,24393.0,0.0,0,0,0,0,0,0,0,0,55,0.0,1.2740116119384766,1.1666135787963867,1.092059646050832
54,75,True,False,1.0459328346687908,1.0,1.0,1.0459328346687908,1.0459328346687908,40.46955756744137,6.767662346974248,47.23721991441562,47.237220764160156,-1.7988876654868157e-08,26508.0,26508.0,0.0,0,0,0,0,0,0,0,0,64,0.0,1.3550012111663818,1.1666135787963867,1.1614824615399708
55,76,True,False,1.0038900573551361,1.0,1.0,1.0038900573551361,1.0038900573551361,141.09391102640075,18.768524069571868,159.86243509597261,159.86244201660156,-4.329114994639243e-08,23691.0,23691.0,0.0,0,0,0,0,0,0,0,0,56,0.0,1.181809663772583,1.1666135787963867,1.0130258084188204
56,77,True,False,1.0493520778382743,1.000000001730688,1.0,1.0493520760221733,1.0493520778382743,44.92963798349956,2.837162585434271,47.76680056893383,47.76680040359497,3.461376090249089e-09,26224.0,26224.0,0.0,0,0,0,0,0,0,0,0,57,0.0,1.3698229789733887,1.1666135787963867,1.1741874120706328
57,78,True,False,1.1084547046082434,1.000000012343278,1.0,1.108454690926279,1.1084547046082434,158.179494097305,28.217116949497722,186.39661104680272,186.3966064453125,2.4686555758419267e-08,24528.0,24528.0,0.0,0,0,0,0,0,0,0,0,48,0.0,1.6443219184875488,1.1666135787963867,1.4094829242293074
58,79,True,False,0.982077123080148,1.0,1.0,0.982077123080148,0.982077123080148,50.54192967634299,5.205341822147602,55.74727149849059,55.747272968292236,-2.6365444755691542e-08,23829.0,23829.0,0.0,0,0,0,0,0,0,0,0,54,0.0,1.0983624458312988,1.1666135787963867,0.9414963667442448
