test_id,block_count,is_feasible,infeasible_penalty_applied,final_cost,p1_quality,p2_violation_exp,p3_runtime_adjustment,pre_penalty_cost,hpwl_b2b,hpwl_p2b,hpwl_total,hpwl_baseline,hpwl_gap,bbox_area,bbox_area_baseline,area_gap,overlap_violations,area_violations,fixed_violations,preplaced_violations,boundary_violations,grouping_violations,mib_violations,total_soft_violations,max_possible_violations,violations_relative,runtime_seconds,median_runtime,runtime_factor
0,21,True,False,0.7,1.0,1.0,0.7,0.7,3.2578977398516145,0.966111442190595,4.224009182042209,4.224009275436401,-2.211031885719746e-08,6955.0,6955.0,0.0,0,0,0,0,0,0,0,0,26,0.0,0.2140181064605713,1.3180925846099854,0.16236955503690798
1,22,True,False,0.7,1.0,1.0,0.7,0.7,2.219988502562046,1.9830557396926451,4.203044242254691,4.203044295310974,-1.2623298541444476e-08,9639.0,9639.0,0.0,0,0,0,0,0,0,0,0,29,0.0,0.21426129341125488,1.3180925846099854,0.16255405417871563
2,23,True,False,0.7,1.0,1.0,0.7,0.7,4.949167136044707,2.3704767668969,7.319643902941607,7.319643974304199,-9.749462204778166e-09,9078.0,9078.0,0.0,0,0,0,0,0,0,0,0,29,0.0,0.28307604789733887,1.3180925846099854,0.2147618848649385
3,24,True,False,0.7000000085162846,1.000000012166121,1.0,0.7,0.7000000085162846,2.6950028596329503,0.011774842190789059,2.7067777018237393,2.706777635961771,2.433224194280234e-08,8378.0,8378.0,0.0,0,0,0,0,0,0,0,0,28,0.0,0.16011333465576172,1.3180925846099854,0.12147351144012253
4,25,True,False,0.7,1.0,1.0,0.7,0.7,9.029580665868707,1.2504308024072088,10.280011468275916,10.280011892318726,-4.1249252840987165e-08,7303.0,7303.0,0.0,0,0,0,0,0,0,0,0,32,0.0,0.3838677406311035,1.3180925846099854,0.29122972476526554
5,26,True,False,0.7,1.0,1.0,0.7,0.7,5.5605973227648064,2.57897763105575,8.139574953820556,8.139575004577637,-6.235839130175491e-09,8100.0,8100.0,0.0,0,0,0,0,0,0,0,0,27,0.0,0.38733839988708496,1.3180925846099854,0.2938628169292795
6,27,True,False,0.7000000107836504,1.0000000154052149,1.0,0.7,0.7000000107836504,9.512923549045809,0.2817346387600992,9.794658187805908,9.79465788602829,3.081042967680843e-08,6675.0,6675.0,0.0,0,0,0,0,0,0,0,0,31,0.0,0.2764613628387451,1.3180925846099854,0.2097435082077699
7,28,True,False,0.7030443163783607,1.0000000247072045,1.0,0.7030442990081015,0.7030443163783607,33.4491669969575,0.016369902557926252,33.46553689951543,33.46553524583578,4.941440901523849e-08,10400.0,10400.0,0.0,0,0,0,0,0,0,0,0,36,0.0,0.4072754383087158,1.3180925846099854,0.30898849069029993
8,29,True,False,0.765826276538193,1.000000014731116,1.0,0.7658262652567174,0.765826276538193,13.486789164599031,0.43279724832973443,13.919586412928766,13.91958600282669,2.9462232201629705e-08,8736.0,8736.0,0.0,0,0,0,0,0,0,0,0,33,0.0,0.5416433811187744,1.3180925846099854,0.410929692984384
9,30,True,False,0.7000000010391416,1.000000001484488,1.0,0.7,0.7000000010391416,17.388856948469765,0.4715680701774545,17.86042501864722,17.86042496562004,2.968976337026812e-09,9880.0,9880.0,0.0,0,0,0,0,0,0,0,0,32,0.0,0.3823676109313965,1.3180925846099854,0.2900916182944284
10,31,True,False,0.7000000022780533,1.000000003254362,1.0,0.7,0.7000000022780533,4.926191821519751,4.106260820582975,9.032452642102726,9.032452583312988,6.508723625210414e-09,9384.0,9384.0,0.0,0,0,0,0,0,0,0,0,27,0.0,0.3443470001220703,1.3180925846099854,0.2612464436433805
11,32,True,False,0.7000000024986283,1.000000003569469,1.0,0.7,0.7000000024986283,8.350373328023124,0.019241815287387,8.369615143310511,8.369615083560348,7.13893809107613e-09,9682.0,9682.0,0.0,0,0,0,0,0,0,0,0,31,0.0,0.3929588794708252,1.3180925846099854,0.29812691768317556
12,33,True,False,0.7126531680646234,1.0000000021878273,1.0,0.7126531665054614,0.7126531680646234,6.839460068673361,6.183802489074878,13.02326255774824,13.02326250076294,4.375654720232064e-09,10010.0,10010.0,0.0,0,0,0,0,0,0,0,0,27,0.0,0.42612791061401367,1.3180925846099854,0.32329133445516045
13,34,True,False,0.7318486156207036,1.000000002689429,1.0,0.7318486136524488,0.7318486156207036,12.196725992544089,2.2067777413176373,14.403503733861726,14.403503656387329,5.378857708795636e-09,9600.0,9600.0,0.0,0,0,0,0,0,0,0,0,33,0.0,0.4656040668487549,1.3180925846099854,0.35324079073438075
14,35,True,False,0.7899320047487,1.0000000144789998,1.0,0.7899319933112748,0.7899320047487,18.892016000580043,0.5715106331626885,19.46352663374273,19.46352607011795,2.895799962425253e-08,8262.0,8262.0,0.0,0,0,0,0,0,0,0,0,32,0.0,0.6005902290344238,1.3180925846099854,0.4556510187879817
