test_id,block_count,is_feasible,infeasible_penalty_applied,final_cost,p1_quality,p2_violation_exp,p3_runtime_adjustment,pre_penalty_cost,hpwl_b2b,hpwl_p2b,hpwl_total,hpwl_baseline,hpwl_gap,bbox_area,bbox_area_baseline,area_gap,overlap_violations,area_violations,fixed_violations,preplaced_violations,boundary_violations,grouping_violations,mib_violations,total_soft_violations,max_possible_violations,violations_relative,runtime_seconds,median_runtime,runtime_factor
0,21,True,False,0.7,1.0,1.0,0.7,0.7,3.2578977398516145,0.966111442190595,4.224009182042209,4.224009275436401,-2.211031885719746e-08,6955.0,6955.0,0.0,0,0,0,0,0,0,0,0,26,0.0,5.7220458984375e-05,6.67572021484375e-05,0.0057220458984375
1,22,True,False,0.7,1.0,1.0,0.7,0.7,2.219988502562046,1.9830557396926451,4.203044242254691,4.203044295310974,-1.2623298541444476e-08,9639.0,9639.0,0.0,0,0,0,0,0,0,0,0,29,0.0,4.029273986816406e-05,6.67572021484375e-05,0.004029273986816406
2,23,True,False,0.7,1.0,1.0,0.7,0.7,4.949167136044707,2.3704767668969,7.319643902941607,7.319643974304199,-9.749462204778166e-09,9078.0,9078.0,0.0,0,0,0,0,0,0,0,0,29,0.0,3.123283386230469e-05,6.67572021484375e-05,0.0031232833862304688
3,24,True,False,0.7000000085162846,1.000000012166121,1.0,0.7,0.7000000085162846,2.6950028596329503,0.011774842190789059,2.7067777018237393,2.706777635961771,2.433224194280234e-08,8378.0,8378.0,0.0,0,0,0,0,0,0,0,0,28,0.0,3.4332275390625e-05,6.67572021484375e-05,0.0034332275390625
4,25,True,False,0.7,1.0,1.0,0.7,0.7,9.029580665868707,1.2504308024072088,10.280011468275916,10.280011892318726,-4.1249252840987165e-08,7303.0,7303.0,0.0,0,0,0,0,0,0,0,0,32,0.0,3.314018249511719e-05,6.67572021484375e-05,0.0033140182495117188
5,26,True,False,0.7,1.0,1.0,0.7,0.7,5.5605973227648064,2.57897763105575,8.139574953820556,8.139575004577637,-6.235839130175491e-09,8100.0,8100.0,0.0,0,0,0,0,0,0,0,0,27,0.0,3.4332275390625e-05,6.67572021484375e-05,0.0034332275390625
6,27,True,False,0.7000000107836504,1.0000000154052149,1.0,0.7,0.7000000107836504,9.512923549045809,0.2817346387600992,9.794658187805908,9.79465788602829,3.081042967680843e-08,6675.0,6675.0,0.0,0,0,0,0,0,0,0,0,31,0.0,3.5762786865234375e-05,6.67572021484375e-05,0.0035762786865234375
7,28,True,False,0.7000000172950431,1.0000000247072045,1.0,0.7,0.7000000172950431,33.4491669969575,0.016369902557926252,33.46553689951543,33.46553524583578,4.941440901523849e-08,10400.0,10400.0,0.0,0,0,0,0,0,0,0,0,36,0.0,3.504753112792969e-05,6.67572021484375e-05,0.0035047531127929688
8,29,True,False,0.7000000103117813,1.000000014731116,1.0,0.7,0.7000000103117813,13.486789164599031,0.43279724832973443,13.919586412928766,13.91958600282669,2.9462232201629705e-08,8736.0,8736.0,0.0,0,0,0,0,0,0,0,0,33,0.0,3.5762786865234375e-05,6.67572021484375e-05,0.0035762786865234375
9,30,True,False,0.7000000010391416,1.000000001484488,1.0,0.7,0.7000000010391416,17.388856948469765,0.4715680701774545,17.86042501864722,17.86042496562004,2.968976337026812e-09,9880.0,9880.0,0.0,0,0,0,0,0,0,0,0,32,0.0,3.933906555175781e-05,6.67572021484375e-05,0.003933906555175781
10,31,True,False,0.7000000022780533,1.000000003254362,1.0,0.7,0.7000000022780533,4.926191821519751,4.106260820582975,9.032452642102726,9.032452583312988,6.508723625210414e-09,9384.0,9384.0,0.0,0,0,0,0,0,0,0,0,27,0.0,3.910064697265625e-05,6.67572021484375e-05,0.003910064697265625
11,32,True,False,0.7000000024986283,1.000000003569469,1.0,0.7,0.7000000024986283,8.350373328023124,0.019241815287387,8.369615143310511,8.369615083560348,7.13893809107613e-09,9682.0,9682.0,0.0,0,0,0,0,0,0,0,0,31,0.0,3.838539123535156e-05,6.67572021484375e-05,0.0038385391235351562
12,33,True,False,0.700000001531479,1.0000000021878273,1.0,0.7,0.700000001531479,6.839460068673361,6.183802489074878,13.02326255774824,13.02326250076294,4.375654720232064e-09,10010.0,10010.0,0.0,0,0,0,0,0,0,0,0,27,0.0,4.076957702636719e-05,6.67572021484375e-05,0.004076957702636719
13,34,True,False,0.7000000018826001,1.000000002689429,1.0,0.7,0.7000000018826001,12.196725992544089,2.2067777413176373,14.403503733861726,14.403503656387329,5.378857708795636e-09,9600.0,9600.0,0.0,0,0,0,0,0,0,0,0,33,0.0,4.029273986816406e-05,6.67572021484375e-05,0.004029273986816406
14,35,True,False,0.7000000101352998,1.0000000144789998,1.0,0.7,0.7000000101352998,18.892016000580043,0.5715106331626885,19.46352663374273,19.46352607011795,2.895799962425253e-08,8262.0,8262.0,0.0,0,0,0,0,0,0,0,0,32,0.0,4.458427429199219e-05,6.67572021484375e-05,0.004458427429199219
15,36,True,False,0.7000000043618492,1.000000006231213,1.0,0.7,0.7000000043618492,24.286329583759652,0.6806433168821968,24.96697290064185,24.966972589492798,1.2462426123056877e-08,10812.0,10812.0,0.0,0,0,0,0,0,0,0,0,36,0.0,4.220008850097656e-05,6.67572021484375e-05,0.004220008850097656
16,37,True,False,0.7,1.0,1.0,0.7,0.7,25.35496834796504,0.4730040265421849,25.827972374507226,25.827973037958145,-2.5687301055977533e-08,11543.0,11543.0,0.0,0,0,0,0,0,0,0,0,40,0.0,4.3392181396484375e-05,6.67572021484375e-05,0.0043392181396484375
17,38,True,False,0.7,1.0,1.0,0.7,0.7,10.091039611550514,0.7685238464036956,10.85956345795421,10.85956346988678,-1.0988075644430325e-09,15872.0,15872.0,0.0,0,0,0,0,0,0,0,0,37,0.0,4.506111145019531e-05,6.67572021484375e-05,0.004506111145019531
18,39,True,False,0.7,1.0,1.0,0.7,0.7,8.537909217062406,0.8383113257295918,9.376220542791998,9.37622082233429,-2.981396202519607e-08,11500.0,11500.0,0.0,0,0,0,0,0,0,0,0,34,0.0,4.57763671875e-05,6.67572021484375e-05,0.00457763671875
19,40,True,False,0.7000000096984133,1.0000000138548761,1.0,0.7,0.7000000096984133,17.333141793700634,0.6387133910320699,17.971855184732703,17.97185468673706,2.770975236699878e-08,12650.0,12650.0,0.0,0,0,0,0,0,0,0,0,38,0.0,4.5299530029296875e-05,6.67572021484375e-05,0.0045299530029296875
20,41,True,False,0.7000000053482253,1.000000007640322,1.0,0.7,0.7000000053482253,9.081275096599711,7.713670400058618,16.79494549665833,16.794945240020752,1.5280643866342292e-08,11830.0,11830.0,0.0,0,0,0,0,0,0,0,0,38,0.0,4.649162292480469e-05,6.67572021484375e-05,0.004649162292480469
21,42,True,False,0.7000000045861866,1.0000000065516952,1.0,0.7,0.7000000045861866,12.244974089611787,6.414417081250576,18.659391170862364,18.659390926361084,1.3103390171305125e-08,13184.0,13184.0,0.0,0,0,0,0,0,0,0,0,41,0.0,4.744529724121094e-05,6.67572021484375e-05,0.004744529724121094
22,43,True,False,0.7,1.0,1.0,0.7,0.7,23.147328996041324,0.9060884661448654,24.05341746218619,24.053417801856995,-1.412151936405127e-08,13802.0,13802.0,0.0,0,0,0,0,0,0,0,0,43,0.0,4.839897155761719e-05,6.67572021484375e-05,0.004839897155761719
23,44,True,False,0.7,1.0,1.0,0.7,0.7,86.62578950481839,5.690120690880576,92.31591019569896,92.31591415405273,-4.28783466971243e-08,11532.0,11532.0,0.0,0,0,0,0,0,0,0,0,36,0.0,4.9114227294921875e-05,6.67572021484375e-05,0.0049114227294921875
24,45,True,False,0.7000000096252392,1.0000000137503418,1.0,0.7,0.7000000096252392,19.699885013193125,4.683228087931639,24.383113101124763,24.38311243057251,2.750068333697956e-08,13482.0,13482.0,0.0,0,0,0,0,0,0,0,0,33,0.0,5.841255187988281e-05,6.67572021484375e-05,0.005841255187988281
